order_id,session_id,user_id,order_ts,payment_method,net_amount,gross_amount,discount_amount,total_items,distinct_products,top_category,category_mix,avg_rating,total_cost,margin_proxy
O0000279,S0003371,U000194,2026-01-15T22:53:20,Wallet,2848.01,2967.29,119.28,3,2,Beauty,"{""Books"": 0.5, ""Beauty"": 0.5}",4.1,1957.54,890.4700000000003
O0000280,S0003392,U000846,2025-12-04T04:42:27,UPI,2562.23,2804.94,242.71,2,1,Sports,"{""Sports"": 1.0}",3.5,1401.48,1160.75
O0000281,S0003459,U000638,2025-12-30T08:25:23,UPI,8481.25,8898.93,417.68,4,3,Books,"{""Sports"": 0.333, ""Books"": 0.333, ""Electronics"": 0.333}",3.5,4991.6900000000005,3489.5599999999995
O0000282,S0003492,U000831,2025-12-14T02:07:59,Card,8200.0,8966.27,766.27,8,3,Books,"{""Books"": 0.333, ""Fashion"": 0.333, ""Home"": 0.333}",3.8666666666666667,5057.3,3142.7
O0000283,S0003512,U001863,2025-11-27T14:18:00,Wallet,3156.6,3466.09,309.49,1,1,Fashion,"{""Fashion"": 1.0}",4.0,1882.43,1274.1699999999998
O0000284,S0003514,U000798,2025-11-25T16:52:01,UPI,7326.74,8318.16,991.42,7,4,Beauty,"{""Beauty"": 0.25, ""Home"": 0.25, ""Books"": 0.25, ""Fashion"": 0.25}",4.2,4764.7,2562.04
O0000285,S0003529,,2025-12-20T12:51:03,Card,6548.01,6973.25,425.24,6,3,Books,"{""Books"": 0.667, ""Sports"": 0.333}",4.333333333333333,4671.42,1876.5900000000001
O0000286,S0003550,,2026-01-18T16:56:04,Card,1240.47,1192.87,49.94,1,1,Electronics,"{""Electronics"": 1.0}",3.4,711.97,528.5
O0000287,S0003553,U001877,2026-01-12T07:29:11,Card,5819.83,6286.65,466.82,3,1,Books,"{""Books"": 1.0}",4.2,3458.2200000000003,2361.6099999999997
O0000288,S0003568,U002099,2025-11-22T22:55:02,UPI,5692.08,6416.72,724.64,6,3,Home,"{""Home"": 0.667, ""Electronics"": 0.333}",3.5,3654.7899999999995,2037.2900000000004
O0000289,S0003584,U001768,2025-12-08T03:03:03,Card,4171.51,4384.41,212.9,3,1,Electronics,"{""Electronics"": 1.0}",4.0,2846.7599999999998,1324.7500000000005
O0000290,S0003586,U002080,2025-11-18T08:23:03,NetBanking,4680.24,4816.83,136.59,5,2,Beauty,"{""Books"": 0.5, ""Beauty"": 0.5}",3.8499999999999996,3058.1099999999997,1622.13
O0000291,S0003634,U000724,2026-01-11T04:06:52,Wallet,1213.31,1204.79,87.62,2,2,Books,"{""Electronics"": 0.5, ""Books"": 0.5}",4.25,708.3299999999999,504.98
O0000292,S0003643,,2025-11-24T15:47:58,UPI,8144.94,8632.63,487.69,5,2,Books,"{""Books"": 0.5, ""Sports"": 0.5}",4.15,5406.6,2738.3399999999992
O0000293,S0003650,U002113,2025-10-27T00:07:57,Wallet,3566.3,4182.6,616.3,4,2,Fashion,"{""Fashion"": 1.0}",4.800000000000001,2300.1900000000005,1266.1099999999997
O0000294,S0003653,U001663,2026-01-05T18:04:02,Wallet,2781.61,2973.7,192.09,2,1,Home,"{""Home"": 1.0}",4.7,2214.04,567.5700000000002
O0000295,S0003680,U000856,2025-10-24T16:50:38,NetBanking,8599.84,9251.38,651.54,5,2,Fashion,"{""Home"": 0.5, ""Fashion"": 0.5}",4.4,4692.030000000001,3907.8099999999995
O0000296,S0003707,U000944,2025-11-09T12:23:41,UPI,7032.62,7888.11,855.49,6,4,Books,"{""Books"": 0.5, ""Electronics"": 0.25, ""Sports"": 0.25}",4.1,4612.85,2419.7699999999995
O0000297,S0003723,U002075,2025-11-17T08:51:17,NetBanking,16201.91,17275.6,1073.69,8,3,Home,"{""Home"": 0.667, ""Electronics"": 0.333}",4.133333333333334,8489.63,7712.280000000001
O0000298,S0003759,U000888,2025-12-17T07:11:17,UPI,1847.89,2020.42,172.53,2,2,Beauty,"{""Fashion"": 0.5, ""Beauty"": 0.5}",3.45,1278.27,569.6200000000001
O0000299,S0003773,U001688,2025-10-28T08:31:07,UPI,10115.71,11589.97,1474.26,7,3,Books,"{""Fashion"": 0.333, ""Home"": 0.333, ""Books"": 0.333}",4.133333333333334,6564.64,3551.069999999999
O0000300,S0003794,,2025-11-21T16:19:36,NetBanking,3955.82,4129.25,173.43,5,2,Electronics,"{""Electronics"": 0.5, ""Sports"": 0.5}",4.1,2494.51,1461.31
O0000301,S0003802,U002186,2025-12-16T04:55:15,UPI,2023.53,2288.64,265.11,2,1,Sports,"{""Sports"": 1.0}",4.0,1259.3,764.23
O0000302,S0003821,U002199,2025-12-06T08:51:50,Wallet,3148.24,3307.72,159.48,2,1,Home,"{""Home"": 1.0}",3.6,2417.4,730.8399999999997
O0000303,S0003830,U000575,2025-12-09T04:07:46,Wallet,2760.83,3025.41,264.58,1,1,Sports,"{""Sports"": 1.0}",3.7,1863.34,897.49
O0000304,S0003835,U001546,2025-10-30T23:30:56,NetBanking,14283.2,15738.67,1455.47,11,4,Books,"{""Books"": 0.5, ""Fashion"": 0.25, ""Electronics"": 0.25}",3.925,9684.55,4598.6500000000015
O0000305,S0003839,U000279,2025-10-28T03:54:51,NetBanking,11794.02,12825.04,1031.02,7,3,Sports,"{""Sports"": 0.667, ""Electronics"": 0.333}",3.9333333333333336,7137.8,4656.22
O0000306,S0003861,U000994,2026-01-16T13:06:14,Card,3627.36,3932.12,304.76,3,2,Beauty,"{""Beauty"": 0.5, ""Fashion"": 0.5}",4.449999999999999,2017.63,1609.73
O0000307,S0003865,,2026-01-18T19:17:04,UPI,3843.98,4262.28,418.3,2,1,Fashion,"{""Fashion"": 1.0}",4.7,2399.28,1444.6999999999998
O0000308,S0003868,U000168,2025-10-23T11:12:57,Card,3442.03,3658.87,216.84,3,2,Beauty,"{""Home"": 0.5, ""Beauty"": 0.5}",4.2,2125.74,1316.2900000000004
O0000309,S0003874,U002087,2025-11-28T10:36:07,UPI,4737.33,5213.82,476.49,5,3,Fashion,"{""Sports"": 0.333, ""Fashion"": 0.333, ""Home"": 0.333}",3.466666666666667,3213.9800000000005,1523.3499999999995
O0000310,S0003907,U000624,2025-12-16T09:54:59,UPI,1680.9,1713.51,92.35,1,1,Fashion,"{""Fashion"": 1.0}",4.3,848.42,832.4800000000001
O0000311,S0003915,,2026-01-16T15:55:43,Wallet,5213.86,5499.75,285.89,4,2,Books,"{""Electronics"": 0.5, ""Books"": 0.5}",4.45,3676.72,1537.1399999999999
O0000312,S0003916,U000445,2025-11-26T00:44:01,Wallet,3041.84,3221.23,179.39,2,2,Books,"{""Books"": 0.5, ""Home"": 0.5}",4.2,2298.77,743.0700000000002
O0000313,S0003929,U000770,2025-12-10T04:11:58,UPI,3618.85,4026.24,407.39,4,2,Sports,"{""Sports"": 1.0}",4.55,2132.06,1486.79
O0000314,S0003940,U001001,2026-01-14T07:26:26,Card,1823.53,2050.16,226.63,2,1,Home,"{""Home"": 1.0}",4.2,1095.54,727.99
O0000315,S0003951,U001639,2025-11-03T19:27:48,UPI,1586.21,1575.5,89.08,2,1,Books,"{""Books"": 1.0}",5.0,971.22,614.99
O0000316,S0003984,,2025-12-04T13:23:27,Card,4808.92,5174.37,365.45,5,3,Sports,"{""Sports"": 0.667, ""Beauty"": 0.333}",4.3999999999999995,3355.8799999999997,1453.0400000000004
O0000317,S0003985,,2025-11-20T05:26:42,Card,9193.03,9868.22,675.19,4,2,Books,"{""Books"": 0.5, ""Fashion"": 0.5}",3.9499999999999997,4930.9400000000005,4262.09
O0000318,S0003986,U000738,2025-12-08T19:10:16,COD,8628.32,8987.18,358.86,8,4,Sports,"{""Sports"": 0.5, ""Books"": 0.25, ""Home"": 0.25}",4.05,4966.509999999999,3661.8100000000004
O0000319,S0003991,U000313,2025-12-25T10:38:54,Card,5173.74,5173.74,0.0,6,2,Electronics,"{""Electronics"": 1.0}",4.300000000000001,2674.56,2499.18
O0000320,S0004016,U002045,2026-01-14T09:20:30,UPI,13092.12,14923.16,1831.04,5,2,Sports,"{""Sports"": 1.0}",3.9,9795.92,3296.2000000000007
O0000321,S0004022,U001342,2025-12-18T19:48:27,Wallet,3129.72,3401.49,271.77,6,2,Electronics,"{""Electronics"": 0.5, ""Sports"": 0.5}",4.15,2225.91,903.81
O0000322,S0004027,U000799,2025-10-29T10:11:41,COD,13352.15,14223.76,871.61,3,2,Books,"{""Fashion"": 0.5, ""Books"": 0.5}",3.65,6868.17,6483.98
O0000323,S0004033,,2026-01-18T18:19:13,UPI,13628.14,14329.94,701.8,6,3,Electronics,"{""Home"": 0.333, ""Electronics"": 0.333, ""Sports"": 0.333}",3.766666666666667,7440.8099999999995,6187.33
O0000324,S0004044,U001709,2025-12-06T09:33:31,Card,522.45,489.18,72.59,1,1,Sports,"{""Sports"": 1.0}",3.2,222.29,300.1600000000001
O0000325,S0004066,U001429,2025-11-07T18:50:34,Wallet,1864.56,1869.24,78.54,2,1,Fashion,"{""Fashion"": 1.0}",4.0,1280.84,583.72
O0000326,S0004069,U001692,2025-12-07T04:59:09,Card,12241.26,13217.02,975.76,7,4,Books,"{""Books"": 0.25, ""Sports"": 0.25, ""Fashion"": 0.25, ""Electronics"": 0.25}",4.025,8768.3,3472.960000000001
O0000327,S0004071,U001239,2025-11-18T13:57:49,UPI,11689.1,12265.47,576.37,5,3,Home,"{""Home"": 0.667, ""Books"": 0.333}",3.5,6450.67,5238.43
O0000328,S0004076,U001756,2025-11-20T17:25:44,NetBanking,2246.66,2385.74,139.08,2,1,Electronics,"{""Electronics"": 1.0}",3.4,1423.94,822.7199999999998
O0000329,S0004092,U001703,2026-01-04T23:56:23,COD,2798.25,3025.41,227.16,1,1,Sports,"{""Sports"": 1.0}",3.7,1863.34,934.9100000000001
O0000330,S0004093,U001025,2025-12-23T17:36:22,Wallet,2022.43,2154.05,131.62,1,1,Fashion,"{""Fashion"": 1.0}",4.1,1180.96,841.47
O0000331,S0004129,U000612,2026-01-11T08:27:09,Card,12571.42,13730.95,1159.53,7,4,Electronics,"{""Electronics"": 0.5, ""Home"": 0.25, ""Beauty"": 0.25}",4.15,9549.830000000002,3021.5899999999983
O0000332,S0004135,U001167,2025-12-19T17:24:20,NetBanking,6065.33,6918.16,852.83,5,3,Fashion,"{""Fashion"": 0.333, ""Sports"": 0.333, ""Home"": 0.333}",3.9333333333333336,4817.46,1247.87
O0000333,S0004143,U002103,2025-12-31T10:44:44,Card,17098.94,17692.22,593.28,10,4,Beauty,"{""Beauty"": 0.5, ""Fashion"": 0.25, ""Electronics"": 0.25}",4.675,9015.19,8083.749999999998
O0000334,S0004150,U000256,2025-12-25T06:15:33,UPI,3219.02,3448.9,229.88,2,1,Sports,"{""Sports"": 1.0}",4.2,1662.12,1556.9
O0000335,S0004164,U001689,2026-01-11T14:50:30,Card,2170.92,2279.4,108.48,3,1,Electronics,"{""Electronics"": 1.0}",4.6,1288.65,882.27
O0000336,S0004170,U001716,2025-11-30T14:56:35,Card,6229.43,6819.58,590.15,7,4,Electronics,"{""Electronics"": 0.75, ""Books"": 0.25}",4.0,4530.619999999999,1698.8100000000013
O0000337,S0004171,U001304,2025-11-30T01:39:18,UPI,2362.67,2658.82,296.15,2,1,Home,"{""Home"": 1.0}",3.6,1285.86,1076.8100000000002
O0000338,S0004172,U000758,2025-11-04T14:19:05,Wallet,7839.78,8243.94,404.16,6,3,Sports,"{""Sports"": 0.667, ""Beauty"": 0.333}",4.166666666666667,4537.64,3302.1399999999994
O0000339,S0004179,,2025-11-28T17:15:28,UPI,12657.34,12657.34,0.0,6,3,Beauty,"{""Sports"": 0.333, ""Beauty"": 0.333, ""Books"": 0.333}",4.2,7221.61,5435.7300000000005
O0000340,S0004184,U001363,2025-11-05T22:05:47,Wallet,8975.79,10283.9,1308.11,7,4,Fashion,"{""Fashion"": 0.5, ""Books"": 0.25, ""Sports"": 0.25}",4.5,5689.950000000001,3285.84
O0000341,S0004186,U001122,2025-12-30T16:51:53,UPI,6235.09,6413.98,178.89,5,3,Books,"{""Fashion"": 0.333, ""Books"": 0.333, ""Sports"": 0.333}",4.066666666666666,3511.0299999999997,2724.0600000000004
O0000342,S0004196,U001495,2025-12-23T01:43:39,COD,3000.78,3153.22,152.44,2,1,Home,"{""Home"": 1.0}",4.1,2224.92,775.8600000000001
O0000343,S0004204,U000178,2025-11-25T09:53:13,Wallet,3139.82,3259.82,120.0,2,1,Home,"{""Home"": 1.0}",3.6,1568.04,1571.7800000000002
O0000344,S0004208,U001567,2025-11-20T11:06:02,COD,9722.54,11192.72,1470.18,11,4,Books,"{""Books"": 0.25, ""Sports"": 0.25, ""Electronics"": 0.25, ""Home"": 0.25}",4.075,6503.349999999999,3219.1900000000014
O0000345,S0004223,U000142,2025-12-16T23:21:24,Card,4372.15,5136.9,764.75,3,1,Books,"{""Books"": 1.0}",4.1,2999.16,1372.9899999999998
O0000346,S0004228,U001388,2025-12-28T10:30:08,UPI,5172.06,5617.66,445.6,6,4,Electronics,"{""Electronics"": 0.5, ""Sports"": 0.5}",4.35,3963.8100000000004,1208.25
O0000347,S0004253,U002120,2025-12-31T16:03:28,Wallet,3395.13,3527.49,132.36,3,1,Books,"{""Books"": 1.0}",4.2,2264.19,1130.94
O0000348,S0004261,,2026-01-04T10:47:11,Card,8768.34,9227.39,459.05,8,3,Home,"{""Home"": 0.667, ""Sports"": 0.333}",3.5666666666666664,5495.69,3272.6500000000005
O0000349,S0004288,U001750,2025-12-14T09:49:43,UPI,3553.53,4243.34,689.81,3,2,Beauty,"{""Home"": 0.5, ""Beauty"": 0.5}",4.75,2880.37,673.1600000000003
O0000350,S0004337,U000897,2025-12-28T05:33:46,Card,9297.36,10021.21,723.85,10,4,Books,"{""Books"": 0.5, ""Fashion"": 0.25, ""Home"": 0.25}",3.75,6056.52,3240.84
O0000351,S0004351,U000249,2026-01-07T02:31:55,Card,1112.13,1114.38,83.27,1,1,Home,"{""Home"": 1.0}",4.4,818.69,293.44000000000005
O0000352,S0004354,U002192,2026-01-18T19:25:42,Card,16531.78,18086.45,1554.67,4,3,Beauty,"{""Home"": 0.333, ""Beauty"": 0.333, ""Books"": 0.333}",3.8000000000000003,11012.35,5519.4299999999985
O0000353,S0004372,U001569,2025-11-29T18:28:58,COD,3765.97,4120.87,354.9,3,2,Home,"{""Sports"": 0.5, ""Home"": 0.5}",3.8,2639.84,1126.1299999999997
O0000354,S0004382,U000065,2025-12-01T23:31:23,Wallet,2272.9,2568.39,295.49,3,1,Fashion,"{""Fashion"": 1.0}",4.6,1517.58,755.3200000000002
O0000355,S0004397,U001243,2025-11-07T09:52:13,Card,12249.59,13841.35,1591.76,9,4,Electronics,"{""Electronics"": 0.5, ""Books"": 0.25, ""Sports"": 0.25}",4.05,8292.27,3957.3199999999997
O0000356,S0004407,U000776,2025-12-08T01:20:48,UPI,6307.16,6741.17,434.01,4,3,Home,"{""Home"": 0.667, ""Books"": 0.333}",4.666666666666667,4364.6900000000005,1942.4699999999993
O0000357,S0004418,U001105,2026-01-16T15:30:55,COD,5490.4,5894.74,404.34,7,4,Beauty,"{""Beauty"": 0.25, ""Sports"": 0.25, ""Electronics"": 0.25, ""Books"": 0.25}",4.525,4073.9999999999995,1416.4
O0000358,S0004422,U001641,2025-11-26T17:41:13,UPI,2866.15,3225.4,359.25,2,1,Fashion,"{""Fashion"": 1.0}",4.1,1673.64,1192.51
O0000359,S0004439,U000198,2026-01-15T15:01:09,NetBanking,16067.26,16313.93,246.67,8,3,Fashion,"{""Sports"": 0.333, ""Home"": 0.333, ""Fashion"": 0.333}",3.8666666666666667,9046.35,7020.91
O0000360,S0004476,U001745,2025-12-09T08:49:35,Wallet,10192.82,11350.99,1158.17,10,4,Sports,"{""Sports"": 0.75, ""Fashion"": 0.25}",3.8,7301.660000000001,2891.159999999999
O0000361,S0004482,,2025-11-10T21:42:52,UPI,3936.92,4342.76,405.84,2,2,Fashion,"{""Fashion"": 0.5, ""Sports"": 0.5}",3.8499999999999996,2895.86,1041.06
O0000362,S0004501,U001483,2026-01-09T23:06:50,COD,1760.98,1760.7,118.21,2,1,Books,"{""Books"": 1.0}",4.2,989.66,771.32
O0000363,S0004534,U001936,2025-10-22T17:41:11,NetBanking,4166.86,4352.51,185.65,4,2,Beauty,"{""Beauty"": 0.5, ""Fashion"": 0.5}",3.7,3015.13,1151.7299999999996
O0000364,S0004574,U001746,2026-01-04T08:32:18,NetBanking,7929.59,8659.44,729.85,5,3,Books,"{""Books"": 0.333, ""Fashion"": 0.333, ""Home"": 0.333}",4.433333333333334,5269.26,2660.33
O0000365,S0004575,U002180,2026-01-05T11:14:05,NetBanking,5279.16,5393.95,114.79,5,3,Beauty,"{""Home"": 0.333, ""Beauty"": 0.333, ""Sports"": 0.333}",3.533333333333333,3149.22,2129.94
O0000366,S0004582,U001106,2025-11-26T18:13:11,UPI,1572.92,1652.7,136.24,2,1,Sports,"{""Sports"": 1.0}",4.5,1142.4,430.52
O0000367,S0004596,U000476,2025-11-20T23:41:53,Card,7835.21,8364.07,528.86,4,3,Books,"{""Sports"": 0.333, ""Fashion"": 0.333, ""Books"": 0.333}",3.8333333333333335,4605.63,3229.58
O0000368,S0004620,U001710,2026-01-02T06:31:40,COD,8027.36,9199.92,1172.56,8,3,Beauty,"{""Sports"": 0.333, ""Books"": 0.333, ""Beauty"": 0.333}",3.6666666666666665,5084.219999999999,2943.1400000000003
O0000369,S0004679,U000738,2025-11-21T06:25:05,COD,11190.07,11667.8,477.73,7,4,Electronics,"{""Home"": 0.25, ""Sports"": 0.25, ""Electronics"": 0.25, ""Fashion"": 0.25}",3.9,6338.129999999999,4851.9400000000005
O0000370,S0004688,U001333,2025-12-10T07:00:50,NetBanking,4149.41,4262.28,112.87,2,1,Fashion,"{""Fashion"": 1.0}",4.7,2399.28,1750.1299999999997
O0000371,S0004706,U001712,2025-11-07T21:53:11,Card,5907.85,6182.76,274.91,4,2,Electronics,"{""Electronics"": 0.5, ""Home"": 0.5}",3.8,3465.88,2441.9700000000003
O0000372,S0004715,U000908,2025-12-17T08:38:28,UPI,9173.96,9833.08,659.12,4,2,Books,"{""Sports"": 0.5, ""Books"": 0.5}",3.85,6435.540000000001,2738.4199999999983
O0000373,S0004729,U001704,2025-12-11T10:08:51,UPI,12985.7,14851.37,1865.67,7,4,Books,"{""Fashion"": 0.25, ""Books"": 0.25, ""Home"": 0.25, ""Electronics"": 0.25}",4.1,8697.3,4288.4000000000015
O0000374,S0004736,U002048,2025-11-26T07:37:38,Card,2353.71,2495.0,141.29,4,2,Books,"{""Books"": 0.5, ""Home"": 0.5}",4.0,1389.52,964.19
O0000375,S0004778,,2025-11-19T19:34:27,UPI,2714.35,3004.54,290.19,3,2,Fashion,"{""Home"": 0.5, ""Fashion"": 0.5}",4.1,2030.8000000000002,683.5499999999997
O0000376,S0004793,U002036,2025-12-21T08:44:45,UPI,8618.73,8940.57,321.84,8,3,Beauty,"{""Books"": 0.333, ""Beauty"": 0.333, ""Electronics"": 0.333}",4.333333333333333,5681.62,2937.1099999999997
O0000377,S0004807,U000246,2026-01-11T08:39:04,COD,3356.89,3578.61,221.72,3,1,Electronics,"{""Electronics"": 1.0}",3.4,2135.91,1220.98
O0000378,S0004814,U001443,2025-12-30T00:19:59,Card,11715.87,12874.61,1158.74,6,3,Books,"{""Books"": 0.667, ""Sports"": 0.333}",4.733333333333333,6902.6900000000005,4813.18
O0000379,S0004832,U001078,2026-01-16T05:39:14,UPI,8485.99,9041.24,555.25,6,3,Electronics,"{""Electronics"": 0.333, ""Home"": 0.333, ""Fashion"": 0.333}",4.366666666666667,5724.34,2761.6499999999996
O0000380,S0004844,U001223,2025-11-22T19:26:50,UPI,10210.94,10481.75,270.81,5,2,Electronics,"{""Electronics"": 0.5, ""Home"": 0.5}",4.6,5984.16,4226.780000000001
O0000381,S0004845,U000427,2026-01-18T01:31:12,COD,5571.23,5721.91,150.68,8,3,Electronics,"{""Electronics"": 0.333, ""Fashion"": 0.333, ""Sports"": 0.333}",4.633333333333334,3701.7999999999993,1869.4300000000003
O0000382,S0004851,U002047,2026-01-08T15:30:55,UPI,10782.75,11810.29,1027.54,6,4,Books,"{""Books"": 0.5, ""Beauty"": 0.25, ""Sports"": 0.25}",3.875,5963.2699999999995,4819.4800000000005
O0000383,S0004869,U002167,2026-01-13T03:29:09,Card,1308.82,1331.7,104.32,2,1,Home,"{""Home"": 1.0}",4.2,837.06,471.76
O0000384,S0004893,U000898,2025-11-18T02:00:40,NetBanking,7827.21,8150.48,323.27,8,4,Beauty,"{""Beauty"": 0.75, ""Sports"": 0.25}",4.125,3988.58,3838.63
O0000385,S0004898,U002083,2026-01-12T20:14:34,UPI,2986.59,3146.63,160.04,5,3,Books,"{""Fashion"": 0.333, ""Electronics"": 0.333, ""Books"": 0.333}",4.166666666666667,1738.6399999999999,1247.9500000000003
O0000386,S0004916,U001134,2025-12-26T16:58:52,UPI,20869.22,23085.99,2216.77,3,1,Beauty,"{""Beauty"": 1.0}",3.8,14412.51,6456.710000000001
O0000387,S0004919,U000525,2025-11-19T21:16:20,Wallet,11722.81,13210.74,1487.93,6,3,Electronics,"{""Home"": 0.333, ""Sports"": 0.333, ""Electronics"": 0.333}",3.8333333333333335,6863.910000000001,4858.899999999999
O0000388,S0004920,,2025-11-21T06:12:15,Card,4770.0,5027.22,257.22,6,2,Electronics,"{""Electronics"": 0.5, ""Sports"": 0.5}",4.05,3486.9300000000003,1283.0699999999997
O0000389,S0004934,U000534,2025-12-28T23:43:37,UPI,9025.94,10179.68,1153.74,7,4,Fashion,"{""Fashion"": 0.5, ""Sports"": 0.25, ""Books"": 0.25}",3.925,5110.5599999999995,3915.380000000001
O0000390,S0004963,U001191,2025-10-31T11:26:53,Wallet,3802.89,4316.72,513.83,2,2,Books,"{""Books"": 1.0}",3.6500000000000004,2282.84,1520.0499999999997
O0000391,S0004980,U001704,2025-12-08T23:23:56,Wallet,10705.71,12448.26,1742.55,6,2,Books,"{""Sports"": 0.5, ""Books"": 0.5}",4.35,7802.610000000001,2903.0999999999985
O0000392,S0004984,U001188,2025-12-12T08:23:28,UPI,24987.2,28357.68,3370.48,10,4,Beauty,"{""Beauty"": 0.5, ""Books"": 0.5}",4.225,17324.3,7662.9000000000015
O0000393,S0004992,U001022,2025-11-25T21:40:39,UPI,9314.32,9572.85,258.53,8,3,Books,"{""Electronics"": 0.333, ""Sports"": 0.333, ""Books"": 0.333}",4.1000000000000005,5109.95,4204.37
O0000394,S0005018,U000004,2025-11-06T14:06:09,Card,9153.61,9847.55,693.94,6,3,Electronics,"{""Electronics"": 0.333, ""Sports"": 0.333, ""Fashion"": 0.333}",4.2,6467.37,2686.2400000000007
O0000395,S0005026,U001182,2025-10-24T12:12:31,UPI,4330.69,4973.34,642.65,3,1,Electronics,"{""Electronics"": 1.0}",4.5,3407.46,923.2299999999996
O0000396,S0005043,U000503,2025-11-15T02:45:30,UPI,4117.98,4247.64,129.66,2,1,Fashion,"{""Fashion"": 1.0}",5.0,2531.58,1586.3999999999996
O0000397,S0005069,U000610,2025-12-08T14:49:35,Wallet,22369.21,23876.43,1507.22,6,3,Beauty,"{""Beauty"": 0.333, ""Electronics"": 0.333, ""Home"": 0.333}",4.233333333333333,13851.75,8517.46
O0000398,S0005070,,2025-12-10T21:40:56,Card,1522.75,1590.18,158.89,1,1,Electronics,"{""Electronics"": 1.0}",4.4,985.09,537.66
O0000399,S0005108,U002152,2025-10-26T16:00:14,Card,5125.63,5507.23,381.6,7,4,Electronics,"{""Electronics"": 0.5, ""Beauty"": 0.25, ""Sports"": 0.25}",4.175,3571.1899999999996,1554.4400000000005
O0000400,S0005118,U001118,2026-01-12T19:44:02,UPI,12190.34,12964.67,774.33,6,4,Books,"{""Books"": 0.25, ""Electronics"": 0.25, ""Home"": 0.25, ""Fashion"": 0.25}",3.85,7858.08,4332.26
O0000401,S0005123,,2025-12-01T01:45:24,Wallet,8811.22,9391.29,580.07,8,4,Sports,"{""Sports"": 0.5, ""Electronics"": 0.25, ""Beauty"": 0.25}",4.075,6054.59,2756.629999999999
O0000402,S0005135,U000437,2025-10-30T06:59:19,Card,2006.3,2128.13,121.83,1,1,Electronics,"{""Electronics"": 1.0}",5.0,1033.3,973.0
O0000403,S0005141,U000581,2025-11-11T09:04:19,COD,1327.24,1438.92,155.9,1,1,Sports,"{""Sports"": 1.0}",3.9,694.02,633.22
O0000404,S0005144,U001086,2025-12-13T19:39:25,Card,8156.74,8576.76,420.02,8,4,Sports,"{""Sports"": 0.5, ""Fashion"": 0.25, ""Beauty"": 0.25}",4.425,5460.2,2696.54
O0000405,S0005157,U001726,2025-11-02T20:01:46,UPI,20651.54,22586.12,1934.58,11,4,Books,"{""Books"": 0.5, ""Beauty"": 0.25, ""Home"": 0.25}",4.2,15285.05,5366.490000000002
O0000406,S0005181,U001744,2025-12-12T07:43:19,UPI,3810.64,4167.7,357.06,2,1,Electronics,"{""Electronics"": 1.0}",3.5,3101.02,709.6199999999999
O0000407,S0005209,U001926,2025-11-26T16:28:17,UPI,462.11,444.99,31.79,1,1,Books,"{""Books"": 1.0}",3.9,278.78,183.33000000000004
O0000408,S0005214,U000670,2025-12-19T03:20:38,NetBanking,1737.3,1796.73,162.31,3,1,Sports,"{""Sports"": 1.0}",4.2,1231.53,505.77
O0000409,S0005215,U001536,2025-10-30T17:13:45,UPI,7326.19,8367.52,1041.33,7,3,Beauty,"{""Electronics"": 0.333, ""Sports"": 0.333, ""Beauty"": 0.333}",4.166666666666667,4327.530000000001,2998.659999999999
O0000410,S0005258,U000943,2025-12-28T16:52:17,UPI,9700.77,9952.48,251.71,5,3,Beauty,"{""Beauty"": 0.667, ""Fashion"": 0.333}",4.366666666666666,6228.870000000001,3471.8999999999996
O0000411,S0005278,U000207,2025-12-27T04:54:16,UPI,11093.67,12046.13,952.46,9,4,Beauty,"{""Fashion"": 0.25, ""Beauty"": 0.25, ""Electronics"": 0.25, ""Books"": 0.25}",4.15,6358.59,4735.08
O0000412,S0005282,U002087,2025-10-29T10:37:14,UPI,610.43,631.13,68.14,1,1,Electronics,"{""Electronics"": 1.0}",4.9,307.25,303.17999999999995
O0000413,S0005286,U001946,2026-01-09T19:28:25,UPI,7626.74,8468.31,841.57,4,3,Books,"{""Books"": 0.667, ""Electronics"": 0.333}",3.9333333333333336,5278.42,2348.3199999999997
O0000414,S0005289,U001172,2025-12-25T11:30:07,Card,6725.88,7071.94,346.06,7,3,Beauty,"{""Home"": 0.333, ""Beauty"": 0.333, ""Electronics"": 0.333}",4.133333333333333,3871.1900000000005,2854.6899999999996
O0000415,S0005296,U001870,2025-12-03T02:50:50,COD,4235.67,4460.55,224.88,3,1,Home,"{""Home"": 1.0}",4.7,3321.06,914.6100000000001
O0000416,S0005319,,2025-11-17T20:34:11,UPI,3105.59,3183.98,78.39,2,1,Home,"{""Home"": 1.0}",4.5,1846.36,1259.2300000000002
O0000417,S0005332,U000250,2026-01-02T20:11:38,COD,3388.02,3865.97,477.95,3,2,Books,"{""Books"": 0.5, ""Sports"": 0.5}",4.35,2003.19,1384.83
O0000418,S0005341,U000450,2025-11-09T18:11:00,Wallet,13453.45,13992.49,539.04,10,4,Home,"{""Home"": 0.5, ""Sports"": 0.25, ""Electronics"": 0.25}",4.175000000000001,7958.44,5495.010000000001
O0000419,S0005356,U001221,2025-12-19T18:53:26,UPI,8909.17,9582.08,672.91,9,4,Sports,"{""Sports"": 0.5, ""Home"": 0.25, ""Electronics"": 0.25}",3.8,5550.83,3358.34
O0000420,S0005412,U001927,2025-11-28T22:30:51,Card,1579.18,1608.71,81.06,1,1,Beauty,"{""Beauty"": 1.0}",4.2,1030.2,548.98
